commit,auth_date,author,subject,category
746c069a,2025-11-13,yangdx,Implement lazy configuration initialization for API server,misc
76adde38,2025-11-13,Daniel.y,Merge pull request #2351 from danielaskdd/lazy-config-loading,misc
77ad906d,2025-11-13,yangdx,Improve error handling and logging in cloud model detection,misc
7b7f93d7,2025-11-13,yangdx,Implement lazy configuration initialization for API server,misc
844537e3,2025-11-13,LacombeLouis,Add a better regex,misc
87659744,2025-11-13,yangdx,Merge branch 'tongda/main',misc
89e63aa4,2025-11-13,Sleeep,Update edge keywords extraction in graph visualization,misc
8abc2ac1,2025-11-13,Sleeep,Update edge keywords extraction in graph visualization,misc
c164c8f6,2025-11-13,yangdx,Merge branch 'main' of github.com:HKUDS/LightRAG,misc
cc031a3d,2025-11-13,yangdx,Add macOS compatibility check for DOCLING with multi-worker Gunicorn,misc
e6588f91,2025-11-13,yangdx,Update uv.lock,misc
fa9206d6,2025-11-13,yangdx,Update uv.lock,misc
1ccef2b9,2025-11-14,yangdx,Fix null reference errors in graph database error handling,misc
399a23c3,2025-11-14,Daniel.y,Merge pull request #2356 from danielaskdd/improve-error-handling,misc
423e4e92,2025-11-14,yangdx,Fix null reference errors in graph database error handling,misc
b88d7854,2025-11-14,Sleeep,Merge branch 'HKUDS:main' into main,misc
c6850ac5,2025-11-14,Daniel.y,Merge pull request #2358 from sleeepyin/main,misc
4343db75,2025-11-15,yangdx,Add macOS fork safety check for Gunicorn multi-worker mode,misc
87221035,2025-11-15,yangdx,Update env.example,misc
9a2ddcee,2025-11-15,Daniel.y,Merge pull request #2360 from danielaskdd/macos-gunicorn-numpy,misc
acae404f,2025-11-15,yangdx,Update env.example,misc
ec05d89c,2025-11-15,yangdx,Add macOS fork safety check for Gunicorn multi-worker mode,misc
01814bfc,2025-11-17,yangdx,Fix missing function call parentheses in get_all_update_flags_status,misc
1874cfaf,2025-11-17,yangdx,Fix linting,misc
90f52acf,2025-11-17,yangdx,Fix linting,misc
98e964df,2025-11-17,yangdx,Fix initialization instructions in check_lightrag_setup function,misc
c1ec657c,2025-11-17,yangdx,Fix linting,misc
702cfd29,2025-11-18,yangdx,Fix document deletion concurrency control and validation logic,misc
9c10c875,2025-11-18,yangdx,Fix linting,misc
fc9f7c70,2025-11-18,yangdx,Fix linting,misc
b7de694f,2025-11-19,yangdx,Add comprehensive error logging across API routes,misc
efbbaaf7,2025-11-19,Daniel.y,Merge pull request #2383 from danielaskdd/doc-table,misc
1d2f534f,2025-11-20,yangdx,Fix linting,misc
30e86fa3,2025-11-20,Amritpal,Singh use deployment variable which extracted value from .env file or have default value,misc
72ece734,2025-11-20,yangdx,Remove obsolete config file and paging design doc,misc
cc78e2df,2025-11-20,Daniel.y,Merge pull request #2395 from Amrit75/issue-2394,misc
ecea9399,2025-11-20,yangdx,Fix lingting,misc
66d6c7dd,2025-11-21,yangdx,Refactor main function to provide sync CLI entry point,misc
b46c1523,2025-11-21,yangdx,Fix linting,misc
c9e1c86e,2025-11-21,yangdx,Refactor keyword extraction handling to centralize response format logic,misc
1b0413ee,2025-11-22,palanisd,Create copilot-setup-steps.yml,misc
fa6797f2,2025-11-22,yangdx,Update env.example,misc
16eb0d5b,2025-11-23,chaohuang-ai,Merge pull request #2409 from HKUDS/chaohuang-ai-patch-3,misc
6d3bfe46,2025-11-23,chaohuang-ai,Merge pull request #2408 from HKUDS/chaohuang-ai-patch-2,misc
c233da63,2025-11-23,palanisd,Update copilot-setup-steps.yml,misc
5b81ef00,2025-11-24,Daniel.y,Merge pull request #2410 from netbrah/create-copilot-setup-steps,misc
777c9179,2025-11-25,yangdx,Add Langfuse observability configuration to env.example,misc
8994c70f,2025-11-25,EightyOliveira,fix:exception handling order error,misc
d2cd1c07,2025-11-25,Daniel.y,Merge pull request #2421 from EightyOliveira/fix_catch_order,misc
4f12fe12,2025-11-27,yangdx,Change entity extraction logging from warning to info level,misc
8eb63d9b,2025-11-28,Daniel.y,Merge pull request #2434 from cclauss/patch-1,misc
90f341d6,2025-11-28,Christian,Clauss Fix typos discovered by codespell,misc
d2ab7fb2,2025-11-28,Christian,Clauss Add Python 3.13 and 3.14 to the testing,misc
0aa77fdb,2025-11-30,chaohuang-ai,Merge pull request #2439 from HKUDS/chaohuang-ai-patch-1,misc
607c11c0,2025-12-01,Daniel.y,Merge pull request #2443 from danielaskdd/fix-ktax,misc
27805b9a,2025-12-02,Daniel.y,Merge pull request #2436 from cclauss/patch-2,misc
2ecf77ef,2025-12-02,yangdx,Update help text to use correct gunicorn command with workers flag,misc
4c775ec5,2025-12-02,Daniel.y,Merge pull request #2469 from danielaskdd/fix-track-id,misc
6fee81f5,2025-12-02,Daniel.y,Merge pull request #2435 from cclauss/patch-1,misc
ed22e094,2025-12-02,yangdx,Merge branch 'main' into fix-track-id,misc
4fcae985,2025-10-12,Kevin,Update README.md,docs
a93c1661,2025-10-13,yangdx,Fix list formatting in README installation steps,docs
efd50064,2025-10-16,yangdx,docs: improve Docker build documentation with clearer notes,docs
c18762e3,2025-10-17,yangdx,Simplify Docker deployment documentation and improve clarity,docs
88a45523,2025-10-21,yangdx,Increase default max file paths from 30 to 100 and improve documentation,docs
14a015d4,2025-10-29,yangdx,Restore query generation example and fix README path reference,docs
1ad0bf82,2025-11-01,anouarbm,feat: add RAGAS evaluation framework for RAG quality assessment,docs
026bca00,2025-11-02,anouarbm,fix: Use actual retrieved contexts for RAGAS evaluation,docs
0b5e3f9d,2025-11-02,anouarbm,Use logger in RAG evaluation and optimize reference content joins,docs
77db0803,2025-11-02,anouarbm,Merge remote-tracking branch 'lightrag-fork/feat/ragas-evaluation' into feat/ragas-evaluation,docs
36694eb9,2025-11-03,anouarbm,fix(evaluation): Move import-time validation to runtime and improve documentation,docs
5da709b4,2025-11-03,ben,moussa anouar Merge branch 'main' into feat/ragas-evaluation,docs
ad2d3c2c,2025-11-03,anouarbm,Merge remote-tracking branch 'origin/main' into feat/ragas-evaluation,docs
debfa0ec,2025-11-03,anouarbm,Merge branch 'feat/ragas-evaluation' of https://github.com/anouar-bm/LightRAG into feat/ragas-evaluation,docs
41c26a36,2025-11-04,yangdx,feat: add command-line args to RAG evaluation script,docs
4e4b8d7e,2025-11-04,yangdx,Update RAG evaluation metrics to use class instances instead of objects,docs
a618f837,2025-11-04,yangdx,Merge branch 'new/ragas-evaluation',docs
c358f405,2025-11-04,yangdx,Update evaluation defaults and expand sample dataset,docs
d4b8a229,2025-11-04,yangdx,Update RAGAS evaluation to use gpt-4o-mini and improve compatibility,docs
06b91d00,2025-11-05,yangdx,Improve RAG evaluation progress eval index display with zero padding,docs
2823f92f,2025-11-05,yangdx,Fix tqdm progress bar conflicts in concurrent RAG evaluation,docs
a73314a4,2025-11-05,yangdx,Refactor evaluation results display and logging format,docs
d36be1f4,2025-11-05,yangdx,Improve RAGAS evaluation progress tracking and clean up output handling,docs
f490622b,2025-11-05,yangdx,Doc: Refactor evaluation README to improve clarity and structure,docs
831e658e,2025-11-06,yangdx,Update readme,docs
c12bc372,2025-11-09,yangdx,Update README,docs
3c85e488,2025-11-20,yangdx,Update README,docs
37178462,2025-11-23,chaohuang-ai,Update README.md,docs
babbcb56,2025-11-23,chaohuang-ai,Update README.md,docs
5c964267,2025-11-30,chaohuang-ai,Update README.md,docs
